Place Name,Address,City,Rating,Total Ratings,Latitude,Longitude,Type,Description
Fort Titus,"640 E Woodson Ave, Lecompton",Lecompton,5,2,39.04431599999999,-95.39133059999999,"point_of_interest, establishment",Nice little park detailing the history of the fort.
