osm_id,code,fclass,name
358639585,3105,christian_methodist,First United Methodist Church
358639588,3100,christian,Great Bend Bible Church
358639594,3100,christian,Heritage Baptist Temple
358639598,3100,christian,Immanuel Baptist Church
358639600,3100,christian,Jehovah Witness Kingdom Hall
358639603,3105,christian_methodist,King Memorial United Methodist Church
358639606,3104,christian_lutheran,Our Savior Lutheran Church
358639609,3100,christian,Prairie Foursquare Church
358639611,3100,christian,Saint Johns Episcopal Church
358639613,3104,christian_lutheran,Saint Mark Lutheran Church
358639619,3100,christian,Prince of Peace Catholic Church
358639623,3102,christian_catholic,Saint Rose Catholic Church
358640441,3100,christian,Wesleyan Church
358640493,3100,christian,Cross Points Church
358640495,3100,christian,Holliday Church
358640500,3100,christian,Monticello Bible Church
358640509,3100,christian,Trinity Church
358640766,3100,christian,Berean Church
358640784,3100,christian,Emanuel Church
358640811,3100,christian,Saint Francis DeSales Church
358640813,3100,christian,Saint Martins Church
358640814,3100,christian,Southern Heights Church
358640828,3100,christian,Wallula Church
358640831,3100,christian,Fortress of Faith Christian Church
358641983,3100,christian,Assembly Church
358641991,3100,christian,Judson Church
358641993,3100,christian,Mission Creek Church
358642003,3100,christian,Wyandotte Church
358642044,3100,christian,Bethel Chapel
358642067,3100,christian,Rose Hill Church
358642092,3100,christian,All Nation Pentecostal Church
358642095,3100,christian,Apostolic Faith Church
358642098,3100,christian,Bible Way Church of God in Christ
358642101,3100,christian,Calvary Mennonite Church
358642104,3100,christian,Church of Christ
358642106,3100,christian,Church of the Nazarene
358642109,3100,christian,Community Baptist Church
358642119,3100,christian,First Assembly of God Church
358642121,3100,christian,First Baptist Church
358642123,3100,christian,First Christian Church
358642125,3100,christian,First Church of Christ Science
358642128,3100,christian,First Church of God
358642129,3100,christian,First Southern Baptist Church
358642132,3105,christian_methodist,First United Methodist Church
358642134,3104,christian_lutheran,Good Shepherd Lutheran Church
358642135,3100,christian,Grace Baptist Temple
358642138,3104,christian_lutheran,Grace Lutheran Church
358642142,3100,christian,Holy Sanctuary Church of God in Christ
358642150,3100,christian,Liberal Friends Church
358642151,3100,christian,Life Tabernacle
358642156,3100,christian,Manning Memorial Pentecostal Holiness Church
358642161,3100,christian,New Life Spanish Mission
358642163,3100,christian,Pershing Avenue Christian Church
358642168,3100,christian,Saint Andrews Episcopal Church
358642171,3102,christian_catholic,Saint Anthony Catholic Church
358642175,3100,christian,South Church of God
358642181,3100,christian,Western Avenue Church of Christ
358642354,3100,christian,Neville Church (ruins)
358642374,3100,christian,West Bethany Church
358642379,3100,christian,Parks Church
358642386,3100,christian,Pleasant Valley Church
358642428,3100,christian,Mount Pleasant Church
358642444,3100,christian,Church of the Nazarene
358642449,3100,christian,Saint John Church
358642462,3100,christian,Redline Church
358642473,3100,christian,Saint Theresa Church
358642497,3100,christian,Highland Church
358642510,3100,christian,Bethany Church
358642645,3100,christian,Groveland Christian Church
358642681,3104,christian_lutheran,Bethany Lutheran Church
358642684,3100,christian,Covenant Church
358642686,3100,christian,First Baptist Church
358642695,3105,christian_methodist,McPherson Free Methodist Church
358642704,3100,christian,Covenant Mission Church
358642726,3103,christian_evangelical,Cornerstone Bible Church
358642729,3105,christian_methodist,First Methodist Church
358642731,3100,christian,St Anne's Epicopal Church
358642736,3100,christian,Seventh Day Adventist
358642741,3104,christian_lutheran,Trinity Lutheran Church
358642747,3100,christian,First Mennonite Church
358642750,3100,christian,Halstead Baptist Church
358642754,3105,christian_methodist,Halstead United Methodist Church
358642760,3102,christian_catholic,Sacred Heart Catholic Church
358642771,3100,christian,First Presbyterian Church
358642775,3105,christian_methodist,Bentley United Methodist Church
358642781,3104,christian_lutheran,Grace Lutheran Church
358642783,3102,christian_catholic,Saint Pauls Catholic Church
358642786,3100,christian,First Christian Church
358642788,3100,christian,First Baptist Church
358642791,3105,christian_methodist,First Methodist Church
358642793,3100,christian,First Presbyterian Church
358642797,3100,christian,Abilene Brethren In Christ Church
358642802,3100,christian,Emmanuel Evangelical Church
358642804,3100,christian,First Baptist Church
358642806,3100,christian,First Christian Church
358642809,3100,christian,First Church of Christ Scientist
358642814,3100,christian,Gospel Tabernacle
358642819,3100,christian,Mount Zion Baptist Church
358642821,3102,christian_catholic,Saint Andrews Roman Catholic Church
358642823,3100,christian,Saint Johns Episcopal Church
358642826,3100,christian,Seventh Day Adventist Church
358642828,3104,christian_lutheran,Trinity Lutheran Church
358642830,3100,christian,United Brethren Church
358642833,3105,christian_methodist,Wesleyan Methodist Church
358642834,3104,christian_lutheran,Faith Lutheran Church
358642836,3105,christian_methodist,First United Methodist Church
358642839,3100,christian,Grace United Church of Christ
358642845,3100,christian,Assembly of God Church
358642846,3100,christian,Bible Baptist Church
358642849,3100,christian,Church of God
358642851,3100,christian,Church of God
358642853,3100,christian,First Church of Christ Scientist
358642864,3100,christian,Second Baptist Church
358642882,3100,christian,Community Baptist Church
358642886,3100,christian,First Christian Church
358642889,3100,christian,Iola Baptist Temple
358642900,3100,christian,Anthony Church of Christ
358642902,3100,christian,First Congregational United Church of Christ
358642904,3100,christian,First Pentecostal Church
358642907,3100,christian,Church of the Nazarene
358642909,3100,christian,First Baptist Church
358642911,3100,christian,First Christian Church
358642912,3100,christian,First Church of God
358642914,3105,christian_methodist,First Methodist Church
358642917,3100,christian,Grace Episcopal Church
358642919,3105,christian_methodist,Saint Mathew African Methodist Episcopal Church
358642922,3100,christian,Central Christian Church
358642923,3100,christian,First Baptist Church
358642925,3100,christian,First Christian Church
358642928,3100,christian,First Presbyterian Church
358642930,3105,christian_methodist,Madison United Methodist Church
358642933,3102,christian_catholic,Saint Teresa Catholic Church
358642944,3100,christian,Bible Baptist Church
358642947,3104,christian_lutheran,Christ Lutheran Church
358642949,3100,christian,Eureka Church of Christ
358642952,3100,christian,First Baptist Church
358642957,3100,christian,Jefferson Street Baptist Church
358642959,3100,christian,Kingdom Hall of Jehovahs Witnesses
358642964,3105,christian_methodist,First United Methodist Church
358642966,3100,christian,Sacred Heart Church
358643300,3100,christian,United Church of the Good Shepherd
358643305,3105,christian_methodist,United Desoto Methodist Church
358643316,3100,christian,View Baptist Church
358643321,3100,christian,Village United Presbyterian Church
358643343,3100,christian,Westside Church of Nazarene
358643348,3100,christian,Westview Congregation of Jehovah's Witnesses
358643358,3100,christian,Trinity Anglican Episcopal Church
358643360,3100,christian,Trinity Baptist Church
358643362,3100,christian,Trinity Full Gospel Church
358643366,3104,christian_lutheran,Zion Lutheran Church
358643369,3104,christian_lutheran,Zion Lutheran Church
358643382,3100,christian,Seventh Day Adventist Church
358643387,3100,christian,Seventh Day Adventist Church
358643398,3100,christian,Shawnee Bible Church
358643400,3105,christian_methodist,Shawnee Methodist Church
358643407,3100,christian,Shawnee Presbyterian Church
358643410,3100,christian,Southern Baptist Church
358643413,3100,christian,South Leawood Baptist Church
358643422,3100,christian,Southwoods Christian Church
358643429,3100,christian,Spring Hill Church of Christ
358643432,3105,christian_methodist,Spring Hill United Methodist Church
358643438,3100,christian,Strangers Rest Baptist Church
358643440,3100,christian,Sunset Hills Christian Church
358643444,3100,christian,Saint Mary's-Saint Anthony's Church
358643450,3100,christian,Saint Pius X Catholic Church
358643452,3105,christian_methodist,Saint Pauls United Methodist Church
358643454,3100,christian,Saint Paul's Catholic Church
358643458,3104,christian_lutheran,Salem Lutheran Church
358643464,3100,christian,Pathway Church
358643480,3100,christian,Prairie Center Church of God of Prophecy
358643484,3100,christian,Rainbow Mennonite Church
358643494,3100,christian,Ridgeview Southern Baptist
358643501,3100,christian,Old Stone Chapel
358643505,3100,christian,Sacred Heart Church Kansas
358643519,3100,christian,Saint Andrew Christian Church
358643523,3100,christian,Saint Dionysius Greek Orthodox Christian Church
358643526,3100,christian,Saint Francis of Assisi Church
358643531,3100,christian,Saint Joseph Church
358643537,3100,christian,Saint Mark Coptic Orthodox Church of Kansas City
358643548,3100,christian,New Hope Church of God in Christ
358643560,3100,christian,Oak Hills Presbyterian Church
358643568,3100,christian,Olathe View Baptist Church
358643576,3100,christian,Olathe Wesleyan Church
358643580,3100,christian,Olathe Christian Fellowship
358643592,3100,christian,Open Door Baptist Church
358643596,3100,christian,Our Lady and Saint Rose Catholic Church
358643604,3100,christian,Overland Park Bible Chapel
358643617,3100,christian,Overland Park Foursquare Church
358643623,3100,christian,The Morse Church
358643625,3100,christian,Mount Olive Baptist Church
358643641,3100,christian,Truth Church - Olathe
358643643,3100,christian,New Vision Church God in Christ
358643647,3100,christian,Jubilee Family Ministry Center
358643650,3100,christian,Kansas Baptist Convention
358643654,3100,christian,Kansas City Kansas Baptist Association
358643661,3100,christian,Kansas District of The Wesleyan Church
358643663,3100,christian,Kansas Korean Mission Church
358643665,3200,jewish,Kehilath Israel Synagogue
358643675,3100,christian,Korean United Presbyterian Church of Kansas
358643680,3100,christian,Lao-American Church
358643687,3105,christian_methodist,Leawood United Methodist Church
358643691,3100,christian,Lenexa Baptist Church
358643698,3105,christian_methodist,Lenexa United Methodist Church
358643705,3104,christian_lutheran,Hope Lutheran Church
358643710,3100,christian,Indian Creek Community Church
358643718,3100,christian,Johnson County Church of Christ
358643720,3100,christian,Merriam Christian Church
358643723,3107,christian_protestant,Lenexa Church of Christ
358643724,3100,christian,Messianic Ministry of Kansas City
358643727,3100,christian,Metropolitan Community Church
358643729,3800,sikh,Gurdwara Sahib Kansas City
358643734,3100,christian,Mission Full Gospel Church
358643737,3100,christian,"Grace Church, Overland Park Campus"
358643742,3100,christian,Grace Bible Church
358643747,3100,christian,Grace Church of the Living God
358643750,3100,christian,Grace Covenant Presbyterian Church
358643755,3100,christian,Grandview Park United Presbyterian Church
358643756,3100,christian,Grandview Christian Church
358643758,3100,christian,Great Commission Church
358643760,3100,christian,Great Plains Community Church
358643761,3100,christian,Greater Kansas City Chinese Christian Church
358643767,3100,christian,Grinter Heights Baptist Church
358643769,3100,christian,Growing A Healthy Church
358643781,3100,christian,Heartland International Ministries
358643783,3200,jewish,Hebrew Orthodox Congregation
358643790,3100,christian,Heritage Presbyterian Church
358643792,3105,christian_methodist,Heritage United Methodist Church
358643795,3500,hindu,Hindu Temple and Cultural Center
358643801,3104,christian_lutheran,Holy Cross Evangelical Lutheran Church
358643809,3100,christian,Grace Bible Church of Stanley
358643812,3100,christian,Holy Cross Catholic Church
358643822,3100,christian,Holy Trinity Catholic Church
358643833,3100,christian,Emmanuel Chinese Baptist Church
358643836,3100,christian,Ethiopian Christian Fellowship
358643839,3100,christian,Ethiopian Christian Fellowship
358643843,3100,christian,Faith Baptist Church
358643857,3100,christian,First Apostolic Church
358643859,3100,christian,First Assembly of God Church
358643864,3100,christian,First Baptist Church Stilwell
358643869,3100,christian,First Baptist Church of Mission
358643887,3100,christian,First Love Ministries Church
358643899,3100,christian,Free Church of God In Christ
358643905,3100,christian,Gardner Friends Church
358643906,3100,christian,Gardner Church of Christ
358643909,3100,christian,Gathering Place Pentecostal Holiness Church
358643913,3100,christian,Church of the Harvest
358643922,3100,christian,Community Covenant Church
358643927,3100,christian,Community Bible Church
358643934,3100,christian,Community of Christ Church
358643943,3100,christian,Countryside Baptist Church
358643946,3100,christian,Countryside Christian Church
358643948,3100,christian,Covenant Chapel Evangelical Presbyterian Church
358643960,3100,christian,Daybreak Community Church
358643963,3100,christian,Deaf Liberty Baptist Church
358643964,3100,christian,Decision Baptist Church
358643966,3100,christian,Church of the Harvest
358643969,3100,christian,Church of the Nativity
358643975,3100,christian,Church of the Nativity
358643977,3100,christian,College Church of The Nazarene
358643991,3100,christian,Calvary Chapel Of Johnson County
358643999,3100,christian,Celebration Community Church
358644002,3105,christian_methodist,Center of Grace
358644005,3100,christian,Central Church of Nazarene
358644013,3100,christian,Christ Community Church of the Nazarene
358644020,3104,christian_lutheran,Christ Lutheran Church
358644021,3100,christian,Christian Assembly Fellowship
358644022,3100,christian,Christian Church of Greater Kansas City
358644034,3100,christian,
358644036,3100,christian,Church of God Holiness
358644040,3100,christian,Church of God Holiness
358644049,3100,christian,Church of God Holiness
358644053,3100,christian,The Church of Jesus Christ of Latter-day Saints
358644062,3100,christian,The Church of Jesus Christ of Latter-day Saints
358644069,3100,christian,Abundant Life Assembly of God
358644074,3104,christian_lutheran,Advent Lutheran Church
358644076,3200,jewish,Adat Yeshua-Messianic
358644085,3100,christian,Amanuel Ethiopian Church
358644089,3100,christian,Antioch Church
358644093,3104,christian_lutheran,Atonement Lutheran Church of Overland Park
358644096,3104,christian_lutheran,Augsburg Lutheran Church
358644105,3104,christian_lutheran,Bethany Lutheran Church of Stilwell
358644109,3100,christian,Berean Bible Church
358645332,3100,christian,Garrett Chapel
358647034,3100,christian,Breakpoint Church
358647055,3100,christian,First Presbyterian Church of Kansas City Kansas
358647058,3100,christian,Oskaloosa Church of Christ
358647066,3105,christian_methodist,Wesley United Methodist Church
358647077,3100,christian,Clearwater Evangelical Free Church
358647086,3100,christian,Welborn Community United Church of Christ
358647091,3100,christian,Church of the Nazarene
358647092,3100,christian,Risen Lamb Church of the Nazarene
358647109,3100,christian,Lansing Missionary Baptist Church
358647127,3100,christian,Peace Mennonite Church
358647129,3100,christian,Heartland Community Church
358647133,3100,christian,Clear Creek Baptist Church
358647135,3100,christian,Edwardsville Assembly Church
358647152,3100,christian,Hillview Church of God
358647155,3100,christian,Fellowship Baptist Church
358647156,3100,christian,Church of God Holiness
358647158,3100,christian,Greater Pentecostal Church of God in Christ
358647161,3100,christian,New Dimensions of Christ Church
358647164,3100,christian,Saint Pauls United Church of Christ
358647167,3100,christian,First Baptist Church of Bethel
358647169,3106,christian_orthodox,St. George Orthodox Christian Cathedral
358647172,3100,christian,Saint Albans Anglican Church
358647179,3105,christian_methodist,Aldersgate United Methodist Church
358647190,3100,christian,Church of God
358647193,3100,christian,Church of the Savior
358647195,3100,christian,Western Plains Church of the Brethren
358647209,3105,christian_methodist,Grace United Methodist Church
358647218,3104,christian_lutheran,Resurrection Lutheran Church
358647227,3105,christian_methodist,Haysville United Methodist Church
358647228,3100,christian,First Christian Church of Haysville
358647231,3100,christian,East Point Church of Christ
358647232,3100,christian,Hope Mennonite Church
358647236,3100,christian,Countryside Pentecostal Holiness Church
358647238,3100,christian,True Life Church
358647241,3100,christian,Valley Center Christian Church
358647338,3100,christian,Clearview Baptist Church
358647343,3105,christian_methodist,Saint Paul African Methodist Episcopal Church
358647346,3100,christian,Oskaloosa Church of Christ
358647350,3105,christian_methodist,Oskaloosa First United Methodist Church
358647351,3100,christian,Spring Hill Baptist Church
358647354,3105,christian_methodist,Valley Falls United Methodist Church
358647395,3100,christian,Bonner Springs Church of Christ
358647399,3105,christian_methodist,Bonner Springs United Methodist Church
358647403,3100,christian,Bible Baptist Church
358647405,3100,christian,College Hill Church of Christ
358647406,3105,christian_methodist,Kechi United Methodist Church
358647417,3100,christian,First Christian Church
358647422,3100,christian,Calvary Bible Church
358647425,3400,buddhist,Wat Wichitaram Buddhist Temple
358647427,3102,christian_catholic,Saint Michaels Catholic Church
358647433,3100,christian,Liberty Christian Life Center
358647475,3100,christian,Saint Marys Immaculate Conception Church
358647483,3100,christian,Calvary Baptist Church
358647485,3100,christian,First Pentecostal Church
358647488,3100,christian,Hope Alive Christian Center
358647496,3100,christian,Williamstown Assembly of God Church
358647509,3100,christian,First Baptist Church
358647515,3100,christian,Second Christian Church
358647532,3105,christian_methodist,Clearwater United Methodist Church
358647535,3100,christian,Park City Baptist Church
358647542,3100,christian,Viola Presbyterian Church
358647546,3100,christian,Olivet Church of God in Christ
358647552,3100,christian,Pleasant Hill Baptist Church
358647555,3100,christian,Oskaloosa First Baptist Church
358647558,3100,christian,Faith United Church
358647571,3105,christian_methodist,Eudora United Methodist Church
358647579,3100,christian,Park City Church of the Nazarene
358647611,3100,christian,Pleasant Grove Missionary Baptist Church
358647613,3100,christian,Bibleway Community of Faith Church
358647616,3100,christian,Linwood Church of Christ
358647620,3100,christian,Enterprise Christian Church
358647637,3105,christian_methodist,Perry United Methodist Church
358647655,3100,christian,First Church of Christ Scientist
358647658,3100,christian,Park City Christian Church
358647666,3100,christian,First Baptist Church
358647668,3105,christian_methodist,Saint Matthew African Methodist Episcopal Church
358647671,3100,christian,New Light Baptist Church
358647674,3100,christian,Garden Plain Community Church
358647675,3102,christian_catholic,Sacred Heart Catholic Church
358647682,3100,christian,Brotherhood Presbyterian Church
358647684,3100,christian,Reach Out Ministries Baptist Church
358647688,3100,christian,Hesper Friends Church
358647690,3100,christian,Grandview Baptist Church of Kansas City
358647696,3100,christian,Church of the Resurrection West
358647698,3100,christian,Church of God
358647702,3100,christian,King Solomon Missionary Baptist Church
358647721,3102,christian_catholic,Saint Anthonys of Padua Catholic Church
358647723,3100,christian,Church of the Living God
358647727,3100,christian,Zion Outpost Church
358647730,3100,christian,Wichita Heights Baptist Church
358647733,3100,christian,Grace Temple Church of God
358647737,3100,christian,Randall Road Baptist Church
358647745,3104,christian_lutheran,Saint Paul Lutheran Church
358647814,3100,christian,Church of the Nazarene
358647838,3100,christian,Mulvane Christian Church
358647849,3100,christian,Rehms Park Southern Baptist Church
358647878,3100,christian,Harvest Chapel Community Church
358647890,3100,christian,First Baptist Church
358647900,3100,christian,Edwardsville Christian Church
358647905,3100,christian,Oskaloosa First Presbyterian Church
358647915,3100,christian,New Beginnings Baptist Church
358647917,3100,christian,Calvary Presbyterian Church
358647920,3100,christian,Saint Andrews Episcopal Church
358647924,3100,christian,New Bethel Church
358647927,3100,christian,Saint Martin in the Fields Episcopal Church
358647949,3100,christian,First Baptist Church of Linwood
358647952,3100,christian,Living Word Christian Church
358647956,3100,christian,Goddard Community Church
358647959,3104,christian_lutheran,Faith Lutheran Church
358647961,3105,christian_methodist,Lansing United Methodist Church
358647965,3105,christian_methodist,Mulvane United Methodist Church
358647966,3100,christian,Northwest Christian Church
358647978,3100,christian,Mulvane First Church of the Nazarene
358647984,3100,christian,Orchard Community Church
358648008,3100,christian,Christ's Church of the Jesus Hour
358648014,3104,christian_lutheran,Lord of Life Lutheran Church
358648024,3100,christian,Williamstown Assembly of God Church
358648028,3100,christian,Evangelical Assembly of God
358648037,3100,christian,Church of God Seventh Day
358648040,3100,christian,Viola Baptist Church
358648044,3100,christian,West Evangelical Free Church
358648050,3100,christian,Faith Missionary Baptist Church
358648057,3100,christian,Grace Point Church
358648061,3105,christian_methodist,El Mesias United Methodist Church
358648064,3100,christian,Greater Mount Zion Baptist Church
358648073,3100,christian,Morning Chapel Baptist Church
358648086,3100,christian,Heritage Baptist Church
358648110,3100,christian,Wyandotte County Christian Church
358648130,3100,christian,Living Water Evangelical Free Church
358648137,3100,christian,Church of New Life Deliverance
358648146,3100,christian,West Haysville Baptist Church
358648432,3103,christian_evangelical,East Evangelical Free Church
358648435,3100,christian,Kingdom Hall of Jehovahs Witnesses Indian Creek Congregation
358648439,3100,christian,First Christian Church
358648444,3105,christian_methodist,Saint Mark United Methodist Church
358648456,3100,christian,Christ Church of the New Covenant
358648592,3100,christian,Martinson Avenue Christian Church
358648652,3100,christian,Greater Mispah Baptist Church
358648655,3100,christian,Church of Christ of Vinland
358648658,3100,christian,Living Word Church of True Holiness
358648662,3105,christian_methodist,Vinland United Methodist Church
358648671,3100,christian,Church of Christ of Madison Avenue
358648678,3100,christian,Saint Luke Presbyterian Church
358648684,3100,christian,The Church of the Holy Spirit
358648687,3100,christian,Second Metropolitan Baptist Church
358648690,3100,christian,Providence Baptist Church
358648696,3100,christian,True Church of the First Born
358648699,3100,christian,Midland Baptist Church
358648808,3100,christian,Saint Cecilia Church
358648818,3102,christian_catholic,Saint Marks Catholic Church
358648821,3100,christian,Grace Community Church of the Nazarene
358648828,3100,christian,Central Christian Church
358648846,3105,christian_methodist,Goddard United Methodist Church
358648848,3100,christian,Korean Young Nak Presbyterian Church of Kansas City
358648854,3100,christian,Village Community Church
358648863,3105,christian_methodist,Edwardsville United Methodist Church
358648866,3100,christian,Church of Christ of Mulvane
358648872,3102,christian_catholic,Christ the King Parish
358648878,3100,christian,Bonner Springs Baptist Church
358648881,3100,christian,First Baptist Church
358648890,3100,christian,Mulvane Brethren Church
358648946,3100,christian,The River Valley Community Church
358648949,3100,christian,Heartland Church of Christ
358648956,3105,christian_methodist,Linwood United Methodist Church
358648968,3100,christian,Metro East Baptist Church
358648972,3104,christian_lutheran,Grace Lutheran Church
358648981,3100,christian,Unity of the Prairie Church
515438037,3100,christian,The Foundry Christian Church
518252697,3100,christian,Bethel Church
522275781,3100,christian,
528013915,3102,christian_catholic,St Mary's Catholic Church
634338882,3100,christian,Furley United Methodist Church
696116234,3300,muslim,Islamic Society of Wichita
761252891,3100,christian,Woodland Lakes Community Church
761253419,3100,christian,Maranatha Worship Center
810776686,3100,christian,Saint Anthony Church
812722383,3100,christian,Evangelical Free Church of Smith Center
986955817,3100,christian,United Christian Church
1003333782,3100,christian,Freeport Presbyterian Church 1884
1050770061,3100,christian,First Presbyterian Church
1068752838,3105,christian_methodist,United Methodist Church
1068752839,3104,christian_lutheran,St. Mark's Lutheran Church
1103338027,3104,christian_lutheran,Mt. Calvary
1109896563,3104,christian_lutheran,
1154217565,3100,christian,
1154217570,3100,christian,
1251713781,3100,christian,Fellowship Baptist Church
1300332334,3100,christian,The Salvation Army Worship Center
1312456351,3100,christian,St. Joseph Church
1312460624,3100,christian,First Christian Church
1346096420,3100,christian,Word of Life Church
1347469179,3100,christian,Amazing Grace Baptist Church
1402657661,3100,christian,The Journey Church
1652165455,3100,christian,Galva Christian Church
1653912888,3100,christian,St. John Episcopal Church
1683865966,3102,christian_catholic,Saint Patrick's Catholic Church
1684119740,3100,christian,First Baptist Church
1684119763,3102,christian_catholic,St Mary's Catholic Church
1684120862,3105,christian_methodist,United Methodist Church
1684122575,3100,christian,Oxford Christian Church
1684122582,3100,christian,Maple Street Baptist Church
1684126811,3100,christian,Church of Christ
1747692971,3100,christian,First Mennonite Church
1776367225,3100,christian,First Baptist Church
1781944007,3100,christian,Oakley Christian Church
1781945095,3100,christian,Church of Christ
1798905588,3100,christian,First Presbyterian Church
1799561302,3100,christian,Fouraquare Church
1799569848,3105,christian_methodist,Wesely United Methodist Church
1799582407,3100,christian,
1873452403,3100,christian,Revelation Ministries Church
2102207969,3100,christian,First Christian Church
2127806279,3100,christian,
2129809947,3100,christian,
2130337277,3100,christian,Flint Hills Community Church
2169330741,3105,christian_methodist,Ogden Friendship House of Hope
2169578108,3100,christian,First Baptist Church
2169711987,3100,christian,Pentecostal Church
2193698326,3100,christian,Saint Michael's Church
2285841232,3100,christian,New Birth Christian Center
2338822245,3100,christian,First Christian Church
2340027913,3100,christian,First Christian Church
2348609740,3105,christian_methodist,South Haven United Methodist Church
2368059695,3100,christian,Christian Church
2554336254,3100,christian,Mill Creek Community Church
2575037491,3101,christian_anglican,Cambridge Church
2587565883,3100,christian,Life Church
2588722991,3100,christian,Flint Hills Christian Church
2588722992,3100,christian,Flint Hills Christian Church
2612250792,3105,christian_methodist,Westmoreland United Methodist Church
2612250800,3100,christian,Westmoreland Christian Church
2637698434,3104,christian_lutheran,Grace Lutheran Church and Parsonage
2637698436,3100,christian,Flint Hills Baptist Church
2637698437,3100,christian,Osage City Baptist Temple
2699304055,3100,christian,Heartland Community Church
2833567140,3100,christian,Revolution Church
2833567254,3100,christian,Crossroad's Church
2847969006,3100,christian,Crest Bible Church
2848928273,3105,christian_methodist,United Methodist Church Baxter Springs
2917836247,3100,christian,Immanuel Lutheran Church
3103168171,3100,christian,Suncrest Mennonite Church
3197544212,3100,christian,Twelfth Avenue Baptist Church
3204715531,3102,christian_catholic,Didde Catholic Campus Center
3422145023,3102,christian_catholic,St. Andrew's Catholic Church
3744145137,3102,christian_catholic,Spiritual Life Center
3838527702,3102,christian_catholic,Saint Gregory the Great Catholic Church
3849935857,3100,christian,Lakin Mennonite Church
3972314834,3100,christian,
4025273874,3100,christian,First Baptist Church
4224820292,3100,christian,Saint Francis Community Church
4289548798,3100,christian,Heartland Community Church
4373115500,3105,christian_methodist,
4373115510,3100,christian,
4503631622,3100,christian,Great Bend Seventh-day Adventist Church
4596571956,3103,christian_evangelical,Church of Christ
4638588455,3100,christian,Journey Mennonite Church
4728229816,3105,christian_methodist,Burdett United Methodist Church
4790788066,3100,christian,Living Water Fellowship
4799418368,3100,christian,Linn Valley Community Church
4832074983,3100,christian,Burlingame Federated Church
4957403603,3102,christian_catholic,St. Joseph Catholic Church
5145836657,3105,christian_methodist,United Church of Bennington
5173095037,3105,christian_methodist,Fairview United Methodist Church
5173097461,3105,christian_methodist,Mitchell United Methodist Chapel
5565502146,3104,christian_lutheran,Reformation Lutheran Church
5595029824,3102,christian_catholic,St. Michael's Catholic Church
5595029825,3100,christian,St. Michael's Parish Hall
5676351402,3100,christian,Winfield Church of Christ
5703355904,3100,christian,Philadelphia Missionary Baptist
6384518303,3106,christian_orthodox,Saints Peter and Fevronia Orthodox Church
6396649300,3100,christian,New Hope Assembly Of God
6442141366,3106,christian_orthodox,Cascade Church of Christians
7142121874,3100,christian,New Life Assembly of God
7178373914,3100,christian,Newton Nazarene Church
7178373924,3100,christian,St. Matthew's Episcopal Church
7185751444,3100,christian,First United Methodist Church
7430522603,3100,christian,Lebanon United Methodist Church
7439902764,3100,christian,New Covenant Church
7511585681,3100,christian,Pathway Church Westlink
7603896774,3100,christian,Mennonite Church
7618135959,3100,christian,Northridge Church
7709030671,3102,christian_catholic,St. Leo's
7769844744,3100,christian,Word Of Life wolm.org
7855516201,3105,christian_methodist,Coats Grace United Methodist Church
7858368859,3100,christian,
7867683617,3100,christian,
8204104329,3100,christian,Life Spring Church
8786437700,3100,christian,Carlyle Presbyterian Church
8840318636,3100,christian,Jesus Community
9279492853,3100,christian,The Anchor Church
9291539304,3100,christian,
9322628176,3102,christian_catholic,St. James Catholic Church
9322628177,3105,christian_methodist,Wetmore Methodist Church
9322628178,3100,christian,Wetmore Baptist Church
9411818418,3100,christian,North Baptist Church
9586565203,3100,christian,West Ridge Community Church
9696289057,3100,christian,
9740633961,3100,christian,Manhattan Reformed Presbyterian Church
9864252543,3100,christian,Bethel Center Baptist Church
9864252544,3100,christian,Bethel Church of God in Christ
9869453055,3100,christian,Calvary Temple Pentecostal Church
9869453056,3100,christian,Calvary Angel's Church
9874697542,3100,christian,Covenant Baptist Church
9874697559,3100,christian,Iglesia Ni Cristo
9890925995,3102,christian_catholic,
9908547866,3100,christian,Assumption Chapel
9921565293,3100,christian,
9921565297,3100,christian,
9928487867,3100,christian,
9928509236,3100,christian,
9951642987,3102,christian_catholic,St. Mary Queen of Angels
9951645490,3100,christian,Bible Baptist Church
9951650484,3100,christian,
9951663786,3100,christian,
9951663787,3100,christian,Otterbein United Methodist Church
9951666235,3100,christian,Trinity United Methodist Church
9987139939,3102,christian_catholic,Little Brothers of the Lamb
9996521882,3100,christian,
9996554229,3100,christian,
10001474514,3100,christian,
10001481319,3100,christian,
10001517658,3100,christian,
10001517659,3100,christian,
10001517660,3100,christian,
10085839218,3100,christian,Iglescia Espiritual
10153864053,3100,christian,
10154924314,3100,christian,First United Methodist Church
10154935270,3100,christian,
10154956740,3100,christian,
10154957421,3104,christian_lutheran,
10883019513,3100,christian,Grace Baptist Temple
10901419107,3100,christian,New Community Christian Church
10904626719,3100,christian,Salina Bible Church
10975111949,3100,christian,Woodlawn United Methodist Church
10975111950,3100,christian,Madison Avenue United Methodist Church
10975111952,3100,christian,Rose Hill United Methodist Church
10975111953,3100,christian,Belle Plaine Global Methodist Church
10975111954,3100,christian,Bucklin Free Methodist Church
10975111955,3100,christian,Cheney Methodist Church
11008399990,3100,christian,
11021349583,3100,christian,Story Hill Church
11055589811,3100,christian,
11208641737,3100,christian,Radiant Church
11269216830,3100,christian,First Baptist Church of Goodland
11469195262,3100,christian,The Door Christian Fellowship Church
